candidate_id,candidate_name,education,years_experience,skills,certifications,previous_job_title,projects,expected_salary,location,resume_text,shortlisted
1130,Candidate Alpha 130,MSc Data Engineering,5,"Excel, Python, Tableau, SQL, AWS",None,Data Scientist,2,129855,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1131,Candidate Alpha 131,BSc Computer Science,7,"C++, Embedded Systems, Linux",None,System Analyst,1,113717,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,0
1132,Candidate Alpha 132,MSc Data Engineering,5,"Java, Spring Boot, MySQL",AWS Certified Developer,Data Scientist,5,71475,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1133,Candidate Alpha 133,High School Diploma,5,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,4,104763,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,1
1134,Candidate Alpha 134,BSc Computer Science,5,"Python, HTML, CSS, JavaScript, Git",None,Data Scientist,1,137058,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1135,Candidate Alpha 135,BSc Computer Science,3,"Excel, Python, Tableau, SQL, AWS",AWS Certified Developer,System Analyst,2,107488,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1136,Candidate Alpha 136,MSc Data Engineering,2,"Excel, Python, Tableau, SQL, AWS",None,Data Scientist,5,107772,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1137,Candidate Alpha 137,BSc Computer Science,5,"Python, SQL, Git, Django, AWS",None,System Analyst,4,128055,Remote,Customer service representative handling technical inquiries using basic automation toolsets.,1
1138,Candidate Alpha 138,BSc Computer Science,7,"C++, Embedded Systems, Linux",AWS Certified Developer,Data Scientist,4,95640,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1139,Candidate Alpha 139,BTech Electrical,10,"Python, SQL, Git, Django, AWS",None,Data Scientist,4,83654,New York,Customer service representative handling technical inquiries using basic automation toolsets.,1
1140,Candidate Alpha 140,MSc Data Engineering,2,"Python, SQL, Git, Django, AWS",None,System Analyst,4,108401,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1141,Candidate Alpha 141,MSc Data Engineering,2,"Python, HTML, CSS, JavaScript, Git",AWS Certified Developer,Data Scientist,2,96097,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1142,Candidate Alpha 142,MSc Data Engineering,2,"Python, SQL, Git, Django, AWS",None,System Analyst,2,70685,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1143,Candidate Alpha 143,High School Diploma,3,"Excel, Python, Tableau, SQL, AWS",None,Software Dev,1,89190,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1144,Candidate Alpha 144,BSc Computer Science,7,"Java, Spring Boot, MySQL",AWS Certified Developer,System Analyst,1,82469,San Francisco,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1145,Candidate Alpha 145,BTech Electrical,2,"Java, Spring Boot, MySQL",None,Software Dev,2,134522,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
1146,Candidate Alpha 146,MSc Data Engineering,5,"Python, SQL, Git, Django, AWS",None,Software Dev,4,97582,Remote,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",1
1147,Candidate Alpha 147,MSc Data Engineering,7,"Java, Spring Boot, MySQL",AWS Certified Developer,Software Dev,1,108791,New York,Customer service representative handling technical inquiries using basic automation toolsets.,0
1148,Candidate Alpha 148,High School Diploma,2,"Python, SQL, Git, Django, AWS",None,System Analyst,5,111241,New York,"Experienced software developer building backend apps using Python, structured databases using SQL, scaling applications inside cloud infrastructures like AWS, and version tracking via Git.",0
1149,Candidate Alpha 149,BTech Electrical,7,"C++, Embedded Systems, Linux",None,System Analyst,1,91290,San Francisco,Customer service representative handling technical inquiries using basic automation toolsets.,0
